Subject,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,Q1,Q2,Q3,Q3_Fixed,Q4,Q4_Fixed,Q5,Q5_means (reading disorder question),Q6,Q6_means (working as a developer question),Q7,Q7_means (undergraduate student question),Q8,Q8_means (graduate student question),Q9_1,Q9_1_means (knowledge about English),Q9_2,Q9_1_means (knowledge about Java programming),Q10_1,Q10_means (number of years you have been programming in:-Any language),Q10_2,Q10_means (number of years you have been programming in:-Java),Q11,Q11_means (working as a professional programmer),Q12,Q13_1,Q13_2,Q13_3,P1_Filter_Valid,P1_Solution,P1_Rule,P1_Correct,P1_Filtered,Q13_4,Q14,Q15_1,Q15_2,Q15_3,P1_Filter_Valid_AT,Q15_4,Q16,P1_readability,Q17,P1_correctness,Q18,P1_confidence_level,Q19,Q19_means (Is the method you just saw logically correct),Q20,Q21_1,Q21_2,Q21_3,P2_Filter_Valid,P2_Solution,Q21_4,Q22,Q23_1,Q23_2,Q23_3,P2_Filter_Valid_AT,Q23_4,Q24,P2_readability,Q25,P2_correctness,Q26,P2_confidence_level,Q27,Q27_means (Is the method you just saw logically correct),Q28,Q29_1,Q29_2,Q29_3,P3_Filter_Valid,P3_Solution,Q29_4,Q30,Q31_1,Q31_2,Q31_3,P3_Filter_Valid_AT,Q31_4,Q32,P3_readability,Q33,P3_correctness,Q34,P3_confidence_level,Q35,Q35_means (Is the method you just saw logically correct),Q36,Q37_1,Q37_2,Q37_3,P4_Filter_Valid,P4_Solution,Q37_4,Q38,Q39_1,Q39_2,Q39_3,P4_Filter_Valid_AT,Q39_4,Q40,P4_readability,Q41,P4_correctness,Q42,P4_confidence_level,Q43,Q43_means (Is the method you just saw logically correct),Q44,Q45_1,Q45_2,Q45_3,P1_Filter_Valid_R2,P1_Solution_R2,Q45_4,Q46,Q47_1,Q47_2,Q47_3,P1_Filter_Valid_AT_R2,Q47_4,Q48,P1_readability_R2,Q49,P1_correctness_R2,Q50,P1_confidence_level_R2,Q51,Q51_means (Is the method you just saw logically correct),Q52,Q53_1,Q53_2,Q53_3,P2_Filter_Valid_R2,P2_Solution_R2,Q53_4,Q54,Q55_1,Q55_2,Q55_3,P2_Filter_Valid_AT_R2,Q55_4,Q56,P2_readability_R2,Q57,P2_correctness_R2,Q58,P2_confidence_level_R2,Q59,Q59_means (Is the method you just saw logically correct),Q60,Q61_1,Q61_2,Q61_3,P3_Filter_Valid_R2,P3_Solution_R2,Q61_4,Q62,Q63_1,Q63_2,Q63_3,P3_Filter_Valid_AT_R2,Q63_4,Q64,P3_readability_R2,Q65,P3_correctness_R2,Q66,P3_confidence_level_R2,Q67,Q67_means (Is the method you just saw logically correct),Q68,Q69_1,Q69_2,Q69_3,P4_Filter_Valid_R2,P4_Solution_R2,Q69_4,Q70,Q71_1,Q71_2,Q71_3,P4_Filter_Valid_AT_R2,Q71_4,Q72,P4_readability_R2,Q73,P4_correctness_R2,Q74,P4_confidence_level_R2,Q75,Q75_means (Is the method you just saw logically correct),Q76,Q77,Q78,Problem_Rank_R1,Q79_4,Q79_5,Q80,Q81,Problem_Rank_R2,Q82_3,Q82_4,Q83,Q84,Q85,Q86,Q87,Q88,Q89,LocationLatitude,LocationLongitude,LocationAccuracy
16,R_qEglspvpJTUrcDD,Default Response Set,Anonymous,,,98.103.59.84,0,42788.72313,42788.76756,1,1,B252,English,English,United States,USA,2,No,2,No,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,53258,1,S3,1,0,1,0,1,2447,215604,218234,1,15,5,Very easy to read,2,Correct,14,Somewhat confident,2,No,"The programmer should have a separate check to see if all the integers are the same value, otherwise all of the if statements they have will be false and the code will return 0",98997,98997,110692,1,S2,1,1,2742,26706,28142,1,4,5,Very easy to read,2,Correct,18,Very confident,1,Yes,,80742,81486,131370,1,S4,2,1,3378,26582,29181,1,4,4,Easy to read,1,Correct,18,Very confident,1,Yes,,0,0,38403,1,S1,0,1,2011,48397,56009,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,41199,121625,167715,1,S2,7,1,3112,162531,165743,-1,7,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,16988,211122,238557,1,S4,8,1,9016,187272,189727,1,9,4,Easy to read,3,Correct,14,Somewhat confident,2,No,"It does not ensure that the user can only type 4 character long passwords, it just makes sure the the new password typed has no duplicate letters and that it isn't the same as the old password",10947,84117,145957,1,S3,4,1,5876,202284,210038,1,19,5,Very easy to read,3,Incorrect,18,Very confident,2,No,"The only problem I saw was that the while loop would get stuck infinitely if the passed array contained a zero, because the counter would not increment in that case and be stuck.",9139,31123,126045,1,S1,4,1,4453,128356,130122,1,6,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,1,1,P4,1,2,"I ranked 2 first because it does the job in significantly fewer and easier to follow lines of code, The first snippet checks every possible scenario that could occur with any 3 ints, which is not good practice, especially if for instance the problem required 10 ints to be checked. The second snippet would only need slight alteration, while the first would then become extremely long and unnecessary.",1,P4,1,2,"I ranked the first snippet first because it doesn't use very complicated tools to complete the task, where the second snippet uses a do while loop, which is effectively the same thing but may be confusing to someone new to the language trying to understand the snippet.",2,2,"The only difficulties I encountered was second guessing myself and what I remembered from the code segments after reading which scenarios would or wouldn't work then having to select one. I also at times would question my own knowledge of the language itself because I would not remember exactly how certain aspects of Java worked, but overall I felt confident in my responses.","The most important aspect to make code readable and comprehensible is to keep your solutions as simple as possible. If you can avoid using an uncommonly used component of Java or any language for that matter, you should do so. Also, leaving comments at sections of code that summarize what the next few lines should do can prove to be very helpful when debugging yourself, or asking another person for help. The simpler you can make the code, the better it will be in the end.","The technique I use when trying to comprehend somebody's code is usually start from the beginning of the segment, and then go line by line through the code, evaluating each line to make sure it is syntactically correct and then to make sure that the line is relevant to solving the problem. Once I make sure both those things are correct in my mind, I can confidently say that I understand the code.","Overall this was a beneficial activity to me because it forced me to one, practice understanding code that isn't my own and two being that it refreshed my memory of Java and how it works. It also helped me realize some things not to do while coding, because if I didn't comprehend something in this activity, then I would now know not to do it in my own practice. It was an enjoyable experience and not exceedingly difficult.",4.12346E+13,-8.15524E+13,-1
17,R_2QRiXydBI2mppmX,Default Response Set,Anonymous,,,168.176.239.32,0,42668.55557,42668.58447,1,1,B26,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,2,Poor,3,Satisfactory,3,Between 3 and 5 years,1,Less than 1 year,5,Not applicable,1,4753,4753,30289,1,S3,1,0,1,1,1,2214,74789,79878,1,6,4,Easy to read,2,Correct,18,Very confident,2,No,"When the three numbers are equal, the code always return 0",0,0,39786,1,S4,0,1,2.12,161692,162126,1,9,4,Easy to read,1,Correct,18,Very confident,2,No,"Doesn't works with grades { 70, 80 }",8057,15145,55856,1,S1,4,1,2227,14227,14972,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,0,0,50812,1,S2,0,1,3107,38188,41669,1,6,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,47.98,156939,166420,1,S1,7,1,9224,87712,88852,1,9,4,Easy to read,1,Incorrect,18,Very confident,1,Yes,,1553,201071,238281,1,S4,2,1,5.53,281097,293138,1,23,3,Neutral,3,Correct,14,Somewhat confident,2,No,Because the new password could have four differents characters with duplicate and the code doesn't accept ,0,0,95402,1,S2,0,1,8797,41.14,42486,1,6,3,Neutral,4,Correct,18,Very confident,1,Yes,,0,0,29605,1,S3,0,1,2454,134727,157034,1,9,3,Neutral,4,Correct,18,Very confident,2,No,"Because doesn't works properly with strings that contains characters not equal to the parameter ""letter""",1,1,P1,1,2,El segundo al contener menor cantidad de condicionales se vuelve más corto y más fácil de entender,1,P1,1,2,"Como siempre es necesario entrar por lo menos 1 vez al ciclo, es más apropiado usar do..while",1,5,,indentación / variables que tenga nombres con sentido / minimizar la anidación de sentencias,"Usar '_' para separar nombres de variables/métodos/clases cuando son extensos o uso de UpperCamelCase, siempre usar corchetes al usar condicionales y/o ciclos y por último tratar de usar funciones para minimizar código repetido",,4.6492E+13,-7.40628E+13,-1
17,R_ZKP1bFi5TtGSfex,Default Response Set,Anonymous,,,168.176.239.36,0,42668.55527,42668.59294,1,1,B35,Spanish,Spanish,Colombia,Colombia,2,No,1,Yes,1,Yes,2,No,5,Very good,5,Very good,4,More than 5 years,3,Between 3 and 5 years,6,Less than a year,1,0,0,135277,-1,S3,1,0,1,0,1,2.34,76874,77446,1,8,3,Neutral,2,Correct,14,Somewhat confident,2,No,It won't work if the three input numbers are the same.,0,0,100553,1,S4,0,1,2388,71748,73367,1,14,4,Easy to read,1,Correct,18,Very confident,2,No,"The method does not work properly when the input mark is 80, 70, 60.",0,0,73468,1,S1,0,1,3.12,18594,19532,1,4,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,103366,103366,123627,1,S2,1,1,7366,37542,39009,1,5,2,Difficult to read,4,Correct,14,Somewhat confident,1,Yes,,431319,431319,553667,-1,S1,1,1,2166,224053,229793,-1,15,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,181226,1,S4,0,1,9823,192727,194618,1,5,4,Easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,0,0,120423,1,S2,0,1,3062,86125,93321,1,9,2,Difficult to read,4,Correct,18,Very confident,2,No,What if the sum of integers exceeds the limit of the integer primitive class.,0,0,90079,1,S3,0,1,2445,103978,106287,1,8,3,Neutral,4,Correct,18,Very confident,2,No,"If the string does not contain the character one is looking for, it will get into a infinite loop.",1,1,P1,1,2,"The last one is shorter, yet it does the same.",1,P1,2,1,It's the order you see on the screen.,3,3,None.,It has to be short. / The name variables have to be specific. / The code must be indent.,"Organize code and write comments if necessary. / Also, give good names to the variables. / ","I think in the first snippet, the were no correct option because the code accept passwords with at least 4 lenght but it does not accept password with repeted chars.",4.6492E+13,-7.40628E+13,-1
17,R_2RamEgiFVYuuqdG,Default Response Set,Anonymous,,,168.176.239.32,0,42683.5497,42683.58888,1,1,B85,español,Spanish,colombia,Colombia,2,No,2,No,1,Yes,2,No,3,Satisfactory,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,33274,48282,168249,-1,S3,1,0,1,2,1,1819,98292,100346,1,4,4,Easy to read,2,Correct,18,Very confident,1,Yes,,16102,16.68,111185,1,S4,2,1,1922,162553,175503,-1,7,4,Easy to read,1,Correct,14,Somewhat confident,1,Yes,,0,0,145922,1,S1,0,1,12251,221.94,264935,-1,16,4,Easy to read,4,Correct,15,Neutral,2,No,para la mayoría de intervalos las sentencias están mal escritas ,0,0,0,0,S2,0,1,20624,77646,79277,1,4,4,Easy to read,1,Incorrect,18,Very confident,1,Yes,,187006,187006,195092,1,S1,1,1,3383,50390,50763,1,5,4,Easy to read,4,Correct,18,Very confident,1,Yes,,15464,31872,307298,1,S4,2,1,1237,102147,103993,1,4,3,Neutral,2,Incorrect,15,Neutral,1,Yes,,0,0,202314,-1,S2,0,1,2.42,73666,74766,1,4,4,Easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,52892,65588,216055,-1,S3,2,1,2793,57.28,58702,1,6,4,Easy to read,4,Correct,18,Very confident,1,Yes,,1,1,P1,1,2,"el primero es mejor debido a que hace menos operaciones, lo cual es más rápido que el segundo ",1,P1,2,1,"escogí el primero porque el segundo tiene una asignación de demás que es tryagain = ""y"", que al inicio del código es innecesaria ",1,3,lo mas difícil fue tratar de recordar el código. ,"que sea claro, legible, y que las variables tengan un nombre adecuado",NA,NA,4.6492E+13,-7.40628E+13,-1
17,R_ZvHtKP3goXwEkeZ,Default Response Set,Anonymous,,,181.49.60.50,0,42716.2537,42716.28102,1,1,B142,español,Spanish,Colombia,Colombia,2,No,1,Yes,2,No,1,Yes,2,Poor,4,Good,4,More than 5 years,4,More than 5 years,9,More than 5 years,1,0,0,48206,1,S3,1,0,1,0,1,2714,30529,51598,1,9,4,Easy to read,2,Correct,16,Not very confident,2,No,No funciona cuando al menos dos de los números son iguales,0,0,290525,-1,S4,0,1,4722,30434,32407,1,5,3,Neutral,2,Incorrect,15,Neutral,1,Yes,,0,0,108783,1,S1,0,1,2721,12954,14216,1,4,4,Easy to read,4,Correct,18,Very confident,1,Yes,,69387,69387,122504,1,S2,1,1,1511,12463,13804,1,4,2,Difficult to read,1,Incorrect,16,Not very confident,2,No,,41874,42.69,158574,1,S1,2,1,7621,155164,157306,1,5,4,Easy to read,3,Incorrect,15,Neutral,2,No,"finaliza cuando se pregunta si quiere intentar de nuevo y el usuario no ingresa la letra ""y""",0,0,180661,1,S4,0,1,8323,112762,196023,1,6,4,Easy to read,3,Correct,15,Neutral,2,No,Puede producir error de runtime por tener un ciclo que puede ser infinito,65841,65841,67076,1,S2,1,1,9773,195172,196128,-1,4,4,Easy to read,4,Correct,15,Neutral,1,Yes,,0,0,79434,1,S3,0,1,3188,48924,62050,1,7,5,Very easy to read,2,Incorrect,16,Not very confident,2,No,No funciona cuando la frase está vacia,1,1,P1,1,2,Es mucho más legible y corto,1,P1,2,1,El do while se acomoda más al problema,1,2,Mi ingles,"que sea comprensible, el código debe parecer una carta escrita al compilador",Entender el problema como primera medida para luego entender el código,,6.2518E+13,-7.55636E+13,-1
17,R_3qJ5v36SLRk5xz0,Default Response Set,Anonymous,,,168.176.239.35,0,42766.53241,42766.56014,1,1,B293,Spanish,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,3,Satisfactory,3,Between 3 and 5 years,2,Between 1 and 3 years,6,Less than a year,1,0,0,57284,1,S3,1,0,1,0,1,2605,159.3,196945,1,9,5,Very easy to read,2,Correct,14,Somewhat confident,2,No,"no se le asigna valor a la variable de mayor numero si todos los valores son el mismo numero, se podria asignar el valor dle primer numero a la variable y luego comparar el valor del segundo numero con el valor actual de la variable, si es menor el de la variable, se le asigna a este el valor del segundo numero, y se repite el proceso con la tercera. en el caso de que sean los mismos numeros mostraria el numero",0,0,122593,1,S4,0,1,4189,157.38,221085,-1,7,4,Easy to read,1,Correct,14,Somewhat confident,2,No,"el codigo no asigna mark cuando los valores son 80,70 o 60,ademas las partes de input<=maximoNumerodelRango esta de mas, pues si llegara a superar este valor ya se le habria asignado un valor a mark antes y no se evaluaria el if por ser un else en el codigo",0,0,70039,1,S1,0,1,10511,36079,37611,1,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,92670,1,S2,0,1,6139,99579,171597,-1,11,4,Easy to read,4,Correct,14,Somewhat confident,2,No,"el metodo es demasiado largo para el problema, con solo llegar una variable y sumarle 1 cuando num>0 y devovlerla como resultado se podria mostrar con solo 3 comparaciones",0,0,128147,1,S1,0,1,1825,171839,177828,-1,10,4,Easy to read,3,Incorrect,15,Neutral,2,No,"el input de volver a intentar esta despues de todos los if, por lo que si la respuesta es incorrecta puede finalizar cuando al preguntar por una ""y"" para vovler a intentar se envia otra cosa",0,0,138003,1,S4,0,1,4567,42247,159393,1,5,3,Neutral,3,Correct,14,Somewhat confident,2,No,"cuando ya compara la letra X con la letra Y, habra algun momento en el codigo cuando vuelva a compara la letra Y con la letra X, haciendo 2 veces la misma comparacion",0,0,119325,1,S2,0,1,3204,24643,89358,1,5,4,Easy to read,1,Incorrect,14,Somewhat confident,2,No,"en si es logicamente correcto, pero por medidas deberia tener alguna parte que resuelva la excepcion al recibir un array vacio",0,0,68405,1,S3,0,1,1473,62569,155939,1,5,3,Neutral,4,Correct,14,Somewhat confident,2,No,"el continue salta la suma en el index, por lo que se quedara en un bucle por que el index quedaria cumpliendo el while sin hacerse cambios",1,1,P1,1,2,mas corto y se sabe que esta comparandose con el mayor numero,1,P1,1,2,solo por que el while esta al final,1,3,,,,,4.6492E+13,-7.40628E+13,-1
17,R_UFw1R6pkcxVABqx,Default Response Set,Anonymous,,,168.176.239.31,0,42774.54367,42774.56502,1,1,B337,español,Spanish,bogota,Colombia,2,No,2,No,1,Yes,2,No,2,Poor,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,3563,6256,28325,1,S3,1,0,1,3,1,4656,45469,47443,1,13,4,Easy to read,2,Correct,18,Very confident,2,No,no toma en cuenta cuando dos o mas números son iguales,11838,29494,113787,1,S4,5,1,1098,20585,66660,1,5,5,Very easy to read,1,Correct,14,Somewhat confident,2,No,no tiene bien definidas las condiciones de los intervalos,71359,72311,111648,1,S1,2,1,2.04,12.52,13179,1,6,5,Very easy to read,4,Correct,18,Very confident,1,Yes,,10268,24195,83679,1,S2,7,1,1575,63943,64186,1,25,2,Difficult to read,3,Incorrect,14,Somewhat confident,2,No,cuenta el 0 como numero negativo,6627,21.7,162279,1,S1,7,1,2.79,90766,91457,1,5,3,Neutral,4,Correct,16,Not very confident,1,Yes,,2828,94899,149527,1,S4,10,1,4662,73126,73842,1,13,3,Neutral,3,Correct,14,Somewhat confident,1,Yes,,4434,19775,59221,1,S2,10,1,2221,43565,44545,1,5,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,4637,56505,68530,1,S3,6,1,3561,113.96,115835,1,28,4,Easy to read,4,Correct,18,Very confident,1,Yes,,1,1,P1,1,2,en el segundo fragmento de codigo esta mas compacto y entendible,1,P1,2,1,"En el segundo codigo se reisa dos veces la condicion de tryagain.compareTo(""y""), en el primero solo se compara una vez",1,3,Ninguna en particular,el nombre de las variables y la reducción de las decisiones que se toman,Ninguna en particular,...,4.6492E+13,-7.40628E+13,-1
17,R_12fLXJALtSRjqju,Default Response Set,Anonymous,,,168.176.239.35,0,42774.54549,42774.57072,1,1,B338,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,2,Poor,3,Satisfactory,2,Between 1 and 3 years,2,Between 1 and 3 years,5,Not applicable,1,0,0,41536,1,S3,1,0,1,0,1,2516,152042,154146,1,8,5,Very easy to read,2,Correct,15,Neutral,2,No,"Presentaría problemas cuando los números ingresados sean iguales, ya que no existe alguna condición para esa condición.",0,0,63852,1,S4,0,1,3777,50163,51086,1,9,5,Very easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,51108,1,S1,0,1,6708,74036,74897,1,4,5,Very easy to read,4,Correct,15,Neutral,1,Yes,,0,0,129255,1,S2,0,1,3511,22455,23427,1,4,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,74656,1,S1,0,1,2502,37743,38796,1,4,3,Neutral,2,Incorrect,15,Neutral,1,Yes,,0,0,99450,1,S4,0,1,6077,94988,95744,1,10,3,Neutral,3,Correct,14,Somewhat confident,1,Yes,,0,0,79345,1,S2,0,1,2941,32886,33657,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,49649,1,S3,0,1,11444,59684,60472,1,11,3,Neutral,1,Incorrect,15,Neutral,1,Yes,,1,1,P1,1,2,"Es mas legible el rank 1 ya que posee menos anidaciones, ademas que usa menos bloques ""if""",1,P1,2,1,"Me parece mas apropiado el Rank 1 por el bloque ""do while""",2,3,,"Un aspecto importante puede ser el minimizar el anidamiento y el uso de bloques adicionales a dicho anidamiento, es decir para un caso donde existe anidamiento de 2 bloques ""if"" este puede ser ""comprimido"" en uno solo, utilizando operadores lógicos.","Principalmente que el código se encuentre bien identado, ya que permite detallar mejor los bloques de código.","Es interesante estos tipos de test, seria bueno conocer resultados ya sean globales, o al menos personales sobre este. y de allí} darnos recomendaciones y/o técnicas para mejorar la lectura de código.",4.6492E+13,-7.40628E+13,-1
17,R_1LXnBOvU94nlbaH,Default Response Set,Anonymous,,,168.176.239.32,0,42774.54362,42774.58061,1,1,B356,Español,Spanish,Colombia,Colombia,2,No,2,No,1,Yes,2,No,4,Good,4,Good,3,Between 3 and 5 years,3,Between 3 and 5 years,6,Less than a year,1,3408,8367,61794,1,S3,1,0,1,4,1,2035,160.8,164763,1,10,1,Very difficult to read,2,Correct,14,Somewhat confident,2,No,"Si los 3 numeros iguales en la entrada, no muestra el mayor",23746,25131,167660,1,S4,4,1,9829,53261,103428,1,9,4,Easy to read,1,Correct,14,Somewhat confident,2,No,"No esta incluyendo el limite en la condición, por lo tanto si agrego el límite como entrada, no funciona.",31854,55775,89715,1,S1,7,1,1.59,33774,37515,1,6,1,Very difficult to read,4,Correct,14,Somewhat confident,1,Yes,,5735,43152,213469,-1,S2,9,1,2516,60061,107230,1,7,2,Difficult to read,4,Correct,14,Somewhat confident,2,No,"Cuando el numero 3 es mayor a 0 y el segundo no, no aparece esa condición, por lo que no se evaluan todas las opciones",3622,30575,171321,1,S1,5,1,2919,158766,197880,-1,15,3,Neutral,4,Correct,15,Neutral,2,No,"El compareTo deberia ser == 1, para que sea verdadero.",3099,3499,362931,1,S4,2,1,2611,218603,224522,1,26,3,Neutral,1,Incorrect,14,Somewhat confident,1,Yes,,17742,156137,157508,1,S2,10,1,2952,217018,218517,-1,11,4,Easy to read,4,Correct,14,Somewhat confident,2,No,Permite leer números negativos.,2112,2.44,86261,1,S3,2,1,5.01,65991,67997,1,11,4,Easy to read,1,Incorrect,14,Somewhat confident,2,No,"Solo cuenta las veces que entra al while, mas no las ocurrencias que hay con la letra.",1,1,P1,1,2,"El primero es mas legible, porque son menos numeros de lineas de código y es más fácil de entender.",1,P1,2,1,"La prioridad del ciclo es el orden de legibilidad, me parece más sencillo manejar un do while que un while",2,1,Con algunas funciones de java que no había utilizado hace tiempo.,El significado de las variables porque si puede ser largo es confuso y las variables no ayudarían si son escritas sin significado,Comentarios dentro del código,"Hacer estos examenes más frecuentemente, para evaluar el análisis de los estudiantes y ver sus falencias.",4.6492E+13,-7.40628E+13,-1
17,R_3iUoP1soivmzMaL,Default Response Set,Anonymous,,,190.60.109.161,0,42775.50756,42775.52266,1,1,B200,spanish,Spanish,colombia,Colombia,2,No,1,Yes,2,No,1,Yes,5,Very good,5,Very good,4,More than 5 years,2,Between 1 and 3 years,9,More than 5 years,1,0,0,32295,1,S3,1,0,1,0,1,2714,35298,59713,1,5,5,Very easy to read,2,Correct,18,Very confident,2,No,"There is no path when all the numbers are equal, so it migth return 0",0,0,59031,1,S4,0,1,4428,60907,127743,1,5,4,Easy to read,1,Correct,18,Very confident,2,No,When the function input is 80 it returns the wrong character.,0,0,302108,-1,S1,0,1,2561,9.92,10875,1,4,4,Easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,59355,1,S2,0,1,2213,17661,20302,1,4,1,Very difficult to read,4,Correct,15,Neutral,1,Yes,,0,0,61441,1,S1,0,1,32974,59819,65937,1,4,4,Easy to read,4,Correct,15,Neutral,1,Yes,,0,0,69638,1,S4,0,1,1726,21642,22428,1,4,4,Easy to read,4,Incorrect,14,Somewhat confident,1,Yes,,0,0,24063,1,S2,0,1,7.39,17513,18299,0,4,4,Easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,0,0,28457,1,S3,0,1,1404,51318,52887,1,5,5,Very easy to read,1,Incorrect,14,Somewhat confident,1,Yes,,1,1,P1,1,2,The number 1 is shorter,1,P1,2,1,"The first one implies that the user pressed ""y"" and in the first time it is not the case",1,3,"It is difficult to remember the details of a source code, sometimes an error is so evident that can be easily remembered.","Short, and specific. That meaning: a method should do a single task and has to be as simple as possible.",Peer review,,4.6492E+13,-7.40628E+13,-1
17,R_1pms0uoSshgv9rV,Default Response Set,Anonymous,,,98.102.64.125,0,42788.72737,42788.75182,1,1,B269,English,English,United States,USA,2,No,2,No,1,Yes,2,No,5,Very good,3,Satisfactory,3,Between 3 and 5 years,3,Between 3 and 5 years,5,Not applicable,1,0,0,34837,1,S3,1,0,1,0,1,2254,85707,86624,1,15,5,Very easy to read,2,Correct,14,Somewhat confident,1,Yes,,0,0,0,0,S4,0,1,2085,18018,19099,1,4,3,Neutral,2,Incorrect,14,Somewhat confident,1,Yes,,0,0,68541,1,S1,0,1,2759,25227,26109,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,64584,1,S2,0,1,2692,32643,33825,1,6,3,Neutral,4,Correct,14,Somewhat confident,1,Yes,,0,0,218714,1,S1,0,1,3121,30758,33092,1,4,3,Neutral,4,Correct,15,Neutral,1,Yes,,0,0,164393,1,S4,0,1,5302,325578,326888,1,7,4,Easy to read,3,Correct,14,Somewhat confident,1,Yes,,0,0,51922,1,S2,0,1,5.89,66084,68042,1,4,5,Very easy to read,4,Correct,14,Somewhat confident,1,Yes,,0,0,73794,1,S3,0,1,2.64,94296,95945,1,7,3,Neutral,3,Incorrect,14,Somewhat confident,1,Yes,,1,1,P1,1,2,"Too many ""if else"" in 2nd",1,P1,2,1,"The First code segment uses a Do While, making so it performs the tasks first before checking, saving some compile speed / The second code segment uses a While, which checks first, which is not truly needed at the time, making it insignificant check.",2,3,remembering the code,how deep one has to look into the code,Go through code blocks one step at a time,,4.10865E+13,-8.15085E+13,-1
